order_id,line_number,transaction_ts,store_id,customer_id,product_id,quantity,unit_price,discount_amount,payment_method,order_status,source_system
ORD-510203,1,2023-09-14 15:44:30,5,1066,169,1,24.37,1.22,Credit Card,Returned,POS-v2
ORD-714747,1,2026-07-22 14:34:22,21,1182,33,1,92.00,0.0,Credit Card,Completed,WEB
ORD-714738,1,2026-07-22 11:01:54,6,469,57,1,67.39,0.0,Credit Card,Returned,POS-v2
ORD-715837,1,2026-07-27 16:09:24,3,1078,155,1,19.51,0.0,Mobile Pay,Completed,POS-v2
ORD-714652,1,2026-07-22 09:19:41,18,935,82,1,597.41,0.0,Mobile Pay,Completed,POS-v2
ORD-714867,3,2026-07-23 17:30:01,19,,24,2,1052.95,0.0,Gift Card,Completed,POS-v2
ORD-715131,1,2026-07-24 16:42:25,4,484,154,1,41.08,0.0,Gift Card,Cancelled,POS-v2
ORD-715239,1,2026-07-25 10:24:54,8,505,53,1,488.62,0.0,Gift Card,Completed,POS-v2
ORD-715493,1,2026-07-26 12:00:01,15,,9,3,10.43,4.69,Mobile Pay,Completed,POS-v2
ORD-715805,3,2026-07-27 20:12:33,21,,47,1,481.76,0.0,Debit Card,Completed,WEB
ORD-715254,1,2026-07-25 14:56:54,1,118,54,2,22.37,0.0,Credit Card,Completed,POS-v2
ORD-715577,2,2026-07-26 16:57:30,6,301,53,1,488.62,0.0,Credit Card,Completed,POS-v2
ORD-714706,1,2026-07-22 13:18:58,19,1171,169,1,24.37,0.0,Gift Card,Returned,POS-v2
ORD-514312,1,2023-10-08 15:50:17,10,,235,1,129.37,12.94,Cash,Returned,POS-v2
ORD-715392,1,2026-07-25 18:23:22,11,207,42,2,77.88,0.0,Gift Card,Completed,POS-v2
ORD-715370,2,2026-07-25 20:08:15,20,106,64,1,127.10,0.0,Mobile Pay,Completed,POS-v2
ORD-715483,1,2026-07-26 14:23:22,15,885,53,1,488.62,48.86,Cash,Completed,POS-v2
ORD-715908,1,2026-07-28 14:43:27,15,880,114,3,51.47,30.88,Credit Card,Completed,POS-v2
ORD-714960,2,2026-07-24 12:32:08,6,629,79,1,203.27,0.0,Debit Card,Cancelled,POS-v2
ORD-715324,4,2026-07-25 15:26:12,5,1030,184,1,83.24,0.0,Mobile Pay,Completed,POS-v2
ORD-715561,4,2026-07-26 09:07:50,7,,77,1,361.16,0.0,Debit Card,Completed,POS-v2
ORD-715414,2,2026-07-25 13:28:45,14,1173,208,2,74.89,0.0,Mobile Pay,Completed,POS-v2
ORD-715633,1,2026-07-26 09:31:26,12,943,222,1,528.97,0.0,Debit Card,Completed,POS-v2
ORD-715119,2,2026-07-24 15:29:35,8,730,177,1,35.36,5.3,Mobile Pay,Completed,POS-v2
ORD-714953,1,2026-07-23 14:43:20,16,1143,200,3,42.31,0.0,Mobile Pay,Completed,POS-v2
ORD-715094,1,2026-07-24 13:00:19,12,484,149,2,134.15,40.24,Credit Card,Cancelled,POS-v2
ORD-715651,2,2026-07-26 13:18:02,19,984,111,1,99.58,0.0,Mobile Pay,Completed,POS-v2
ORD-715089,1,2026-07-24 13:35:19,21,,176,1,305.12,0.0,Credit Card,Completed,WEB
ORD-715394,4,2026-07-25 14:48:47,12,75,203,1,53.83,0.0,Cash,Completed,POS-v2
ORD-715580,1,2026-07-26 09:16:25,1,,37,1,16.94,0.0,Gift Card,COMPLETED,POS-v2
ORD-715917,1,2026-07-28 16:13:57,15,299,60,1,206.81,0.0,Cash,Completed,POS-v2
ORD-715764,1,2026-07-27 14:57:24,18,811,10,1,29.56,0.0,Mobile Pay,Completed,POS-v2
ORD-715724,1,2026-07-27 14:47:12,13,130,94,1,376.00,56.4,Credit Card,Completed,POS-v2
ORD-715401,1,2026-07-25 13:51:55,17,234,202,1,561.01,0.0,Debit Card,Returned,POS-v2
ORD-715182,1,2026-07-25 14:29:36,16,918,121,1,6.80,0.0,Debit Card,Completed,POS-v2
ORD-715430,1,2026-07-26 13:23:07,17,425,54,3,22.37,0.0,Mobile Pay,Returned,POS-v2
ORD-610867,1,2025-02-27 15:09:29,14,568,96,2,66.59,0.0,Mobile Pay,Returned,POS-v2
ORD-715720,1,2026-07-27 09:48:49,6,758,211,1,34.56,0.0,Credit Card,Completed,POS-v2
ORD-714670,2,2026-07-22 18:52:16,21,1126,27,1,125.91,25.18,Cash,Completed,WEB
ORD-714860,2,2026-07-23 12:39:18,7,893,222,1,528.97,26.45,Credit Card,Completed,POS-v2
ORD-714889,1,2026-07-23 19:22:44,10,456,21,1,551.96,0.0,Debit Card,Completed,POS-v2
ORD-714756,1,2026-07-22 11:16:15,18,394,169,1,24.37,0.0,Cash,Completed,POS-v2
ORD-715062,1,2026-07-24 12:51:53,6,1131,131,1,128.39,0.0,Mobile Pay,Completed,POS-v2
ORD-715349,2,2026-07-25 10:59:48,12,1141,175,3,14.65,4.4,Debit Card,Cancelled,POS-v2
ORD-714606,1,2026-07-22 21:02:59,9,,12,-3,20.16,0.0,Credit Card,Completed,POS-v2
ORD-715207,3,2026-07-25 13:13:49,20,498,106,1,1186.50,0.0,Mobile Pay,Completed,POS-v2
ORD-716014,1,2026-07-28 11:22:27,7,253,132,2,29.88,0.0,Debit Card,Completed,POS-v2
ORD-714680,2,2026-07-22 17:30:59,3,411,220,1,100.61,0.0,Gift Card,Completed,POS-v2
ORD-716026,1,2026-07-28 15:11:18,8,25,28,1,204.69,0.0,Credit Card,Completed,POS-v2
ORD-715170,2,2026-07-25 13:31:49,18,,12,1,20.16,0.0,Mobile Pay,Cancelled,POS-v2
ORD-715024,1,2026-07-24 20:24:38,3,1122,165,2,59.42,0.0,Debit Card,Completed,POS-v2
ORD-715289,1,2026-07-25 15:51:52,6,633,123,1,23.83,0.0,Debit Card,Completed,POS-v2
ORD-716038,3,2026-07-28 15:25:41,17,,208,2,74.89,0.0,Debit Card,Completed,POS-v2
ORD-714610,2,2026-07-22 09:57:44,18,1066,131,1,128.39,0.0,Mobile Pay,Completed,POS-v2
ORD-715972,1,2026-07-28 16:24:41,15,536,184,1,83.24,16.65,Cash,Cancelled,POS-v2
ORD-715806,1,2026-07-27 19:48:29,15,464,110,1,25.73,2.57,Gift Card,Completed,POS-v2
ORD-715841,2,2026-07-27 19:55:53,18,,80,1,25.49,3.82,Cash,Completed,POS-v2
ORD-694778,1,2026-04-16 15:49:09,15,203,187,3,111.55,0.0,Mobile Pay,Returned,POS-v2
ORD-715842,1,2026-07-27 17:54:06,9,,189,1,648.50,0.0,Debit Card,Returned,POS-v2
ORD-715148,1,2026-07-24 15:04:15,21,514,127,5,56.77,0.0,Cash,Completed,WEB
ORD-715092,1,2026-07-24 16:20:35,17,,168,1,7.91,1.58,Debit Card,Completed,POS-v2
ORD-715074,1,2026-07-24 12:24:30,14,212,123,1,23.83,0.0,Mobile Pay,Completed,POS-v2
ORD-715166,2,2026-07-25 20:24:38,2,314,49,3,13.16,0.0,Cash,Completed,POS-v2
ORD-714708,1,2026-07-22 15:36:49,19,,45,1,11.11,0.0,Gift Card,Completed,POS-v2
ORD-715136,1,2026-07-24 16:22:49,21,179,38,1,15.39,0.0,Cash,Completed,WEB
ORD-715593,2,2026-07-26 12:17:31,3,366,162,1,4.77,0.72,Mobile Pay,Completed,POS-v2
ORD-714659,2,2026-07-22 16:07:46,1,1071,171,2,63.56,0.0,Debit Card,COMPLETED,POS-v2
ORD-715989,1,2026-07-28 14:16:32,6,649,167,1,436.64,0.0,Gift Card,Cancelled,POS-v2
ORD-686370,1,2026-03-05 13:46:04,14,29,47,1,481.76,0.0,Debit Card,Returned,POS-v2
ORD-715591,1,2026-07-26 15:27:25,4,171,42,2,77.88,0.0,Credit Card,Completed,POS-v2
ORD-715238,1,2026-07-25 13:42:39,16,801,103,1,37.96,0.0,Cash,Completed,POS-v2
ORD-715393,1,2026-07-25 13:22:23,20,810,194,1,131.67,0.0,Cash,Completed,POS-v2
ORD-714816,2,2026-07-23 15:05:17,4,154,50,2,215.03,0.0,Credit Card,Completed,POS-v2
ORD-590672,1,2024-11-20 11:20:18,3,58,74,2,50.24,0.0,Cash,Returned,POS-v2
ORD-715342,1,2026-07-25 12:18:17,2,584,211,1,34.56,6.91,Debit Card,Returned,POS-v2
ORD-714969,1,2026-07-24 15:06:04,6,449,167,1,436.64,0.0,Mobile Pay,Completed,POS-v2
ORD-715194,1,2026-07-25 15:40:41,18,178,191,1,85.90,17.18,Gift Card,Returned,POS-v2
ORD-715323,1,2026-07-25 11:18:52,1,,183,3,145.87,87.52,Mobile Pay,Completed,POS-v2
ORD-714628,1,2026-07-22 09:51:35,15,674,190,1,212.33,0.0,Debit Card,Completed,POS-v2
ORD-715599,1,2026-07-26 10:01:00,8,863,19,1,16.07,0.0,Cash,Completed,POS-v2
ORD-715796,2,2026-07-27 10:52:18,3,466,97,1,49.27,2.46,Credit Card,Completed,POS-v2
ORD-714647,1,2026-07-22 12:29:48,11,1029,223,1,1351.62,0.0,Mobile Pay,Cancelled,POS-v2
ORD-715712,2,07/27/2026 17:49,12,587,183,1,145.87,0.0,Gift Card,Completed,POS-v2
ORD-714911,1,2026-07-23 14:33:56,2,939,83,3,21.39,0.0,Cash,Completed,POS-v2
ORD-715047,1,2026-07-24 14:55:32,15,600,93,1,393.66,78.73,Gift Card,Completed,POS-v2
ORD-714758,1,2026-07-22 14:03:17,1,986,66,1,9.23,0.0,Debit Card,Completed,POS-v2
ORD-715679,1,2026-07-27 14:54:47,19,143,109,1,91.47,0.0,Credit Card,Completed,POS-v2
ORD-715618,1,2026-07-26 19:07:55,9,591,17,1,115.98,0.0,Credit Card,Completed,POS-v2
ORD-715244,3,2026-07-25 20:21:09,11,1049,196,1,50.99,0.0,Cash,COMPLETED,POS-v2
ORD-714615,2,07/22/2026 19:59,6,1026,66,1,9.23,1.85,Credit Card,Returned,POS-v2
ORD-715801,2,2026-07-27 18:44:21,9,678,96,1,66.59,0.0,Credit Card,COMPLETED,POS-v2
ORD-715373,3,2026-07-25 19:54:13,7,685,26,1,24.96,0.0,Gift Card,Completed,POS-v2
ORD-716005,3,2026-07-28 12:42:10,17,46,217,2,81.50,0.0,Debit Card,Completed,POS-v2
ORD-714691,1,2026-07-22 08:18:50,16,316,97,1,49.27,0.0,Debit Card,Completed,POS-v2
ORD-715896,1,2026-07-28 15:04:03,2,648,49,1,13.16,0.0,Mobile Pay,Completed,POS-v2
ORD-715574,1,2026-07-26 14:14:19,21,79,139,5,13.55,0.0,Credit Card,Returned,WEB
ORD-715655,1,2026-07-26 15:19:02,20,,60,-1,206.81,0.0,Debit Card,Completed,POS-v2
ORD-715777,1,2026-07-27 13:51:14,10,,112,2,79.39,0.0,Debit Card,Completed,POS-v2
ORD-715797,2,2026-07-27 16:22:40,6,451,13,1,55.30,0.0,Debit Card,Completed,POS-v2
ORD-715372,1,2026-07-25 15:11:28,5,,244,2,20.58,0.0,Debit Card,Completed,POS-v2
ORD-715181,1,2026-07-25 13:46:28,14,,176,1,305.12,30.51,Mobile Pay,Cancelled,POS-v2
ORD-715123,2,2026-07-24 18:12:43,2,878,247,1,88.74,0.0,Mobile Pay,Completed,POS-v2
ORD-714785,1,2026-07-23 18:57:12,18,702,99,1,65.31,0.0,Gift Card,Completed,POS-v2
ORD-715498,1,2026-07-26 17:46:32,8,668,238,2,111.07,33.32,Cash,Completed,POS-v2
ORD-715713,1,2026-07-27 20:41:45,12,980,195,1,610.56,122.11,Debit Card,Completed,POS-v2
ORD-716047,2,2026-07-28 11:06:27,9,971,196,1,50.99,0.0,Credit Card,Completed,POS-v2
ORD-715045,1,2026-07-24 16:11:23,20,968,168,1,7.91,0.0,Cash,Completed,POS-v2
ORD-715808,1,2026-07-27 19:34:01,2,803,190,3,212.33,63.7,Mobile Pay,Completed,POS-v2
ORD-714838,1,2026-07-23 13:29:11,17,805,34,3,8.35,2.5,Cash,Cancelled,POS-v2
ORD-715741,1,07/27/2026 15:40,3,629,227,1,134.16,0.0,Cash,Completed,POS-v2
ORD-715417,3,2026-07-25 14:50:00,2,678,168,1,7.91,0.0,Gift Card,Completed,POS-v2
ORD-714886,1,2026-07-23 16:44:29,12,,39,2,47.04,0.0,Cash,Completed,POS-v2
ORD-714697,1,2026-07-22 15:01:25,15,1190,169,2,24.37,0.0,Gift Card,Completed,POS-v2
ORD-715830,1,2026-07-27 17:13:28,21,547,112,1,79.39,3.97,Debit Card,Cancelled,WEB
ORD-715375,1,2026-07-25 18:37:12,7,1031,164,1,29.32,0.0,Debit Card,Returned,POS-v2
ORD-715391,1,2026-07-25 20:21:31,21,64,47,2,481.76,0.0,Cash,COMPLETED,WEB
ORD-715162,1,2026-07-24 18:41:00,6,792,86,1,2.14,0.0,Mobile Pay,Cancelled,POS-v2
ORD-715800,3,2026-07-27 20:17:11,1,845,214,1,14.10,0.0,Cash,Completed,POS-v2
ORD-715740,1,2026-07-27 20:19:26,13,426,47,1,481.76,72.26,Debit Card,Completed,POS-v2
ORD-714629,2,2026-07-22 08:36:04,8,841,19,1,16.07,0.0,Credit Card,Completed,POS-v2
ORD-715861,1,2026-07-28 14:17:46,2,1176,98,1,164.21,0.0,Gift Card,Completed,POS-v2
ORD-714673,2,2026-07-22 14:00:50,20,735,95,1,9.57,0.0,Cash,Completed,POS-v2
ORD-714680,3,2026-07-22 17:30:59,3,411,90,1,125.43,25.09,Gift Card,RETURNED,POS-v2
ORD-714739,2,2026-07-22 15:12:44,1,765,185,1,93.73,0.0,Gift Card,Completed,POS-v2
ORD-714914,1,2026-07-23 12:32:19,9,266,171,1,63.56,0.0,Mobile Pay,Returned,POS-v2
ORD-716043,2,2026-07-28 12:21:14,10,1016,215,1,95.16,0.0,Mobile Pay,Completed,POS-v2
ORD-715902,2,2026-07-28 17:09:26,13,,204,2,274.55,0.0,Mobile Pay,Completed,POS-v2
ORD-714919,1,2026-07-23 08:18:38,6,101,207,3,70.84,0.0,Mobile Pay,RETURNED,POS-v2
ORD-715636,1,2026-07-26 13:56:09,1,452,181,1,170.57,8.53,Cash,Completed,POS-v2
ORD-714990,1,2026-07-24 20:26:12,3,365,94,1,376.00,56.4,Mobile Pay,Completed,POS-v2
ORD-715863,1,2026-07-28 15:37:13,11,849,83,1,21.39,0.0,Cash,Cancelled,POS-v2
ORD-715934,2,2026-07-28 21:31:48,10,877,190,1,212.33,0.0,Debit Card,Completed,POS-v2
ORD-714970,1,2026-07-24 20:05:17,7,669,56,1,21.79,0.0,Gift Card,Completed,POS-v2
ORD-508719,1,2023-09-05 19:26:22,19,724,189,1,648.50,0.0,Mobile Pay,Returned,POS-v2
ORD-715964,1,2026-07-28 13:04:34,16,,177,1,35.36,0.0,Credit Card,Completed,POS-v2
ORD-715970,1,2026-07-28 15:08:41,19,995,205,1,36.36,0.0,Mobile Pay,Completed,POS-v2
ORD-715482,1,2026-07-26 11:00:54,6,831,122,1,1194.92,0.0,Cash,Completed,POS-v2
ORD-715545,3,2026-07-26 14:49:44,9,745,75,3,101.78,0.0,Cash,Completed,POS-v2
ORD-714772,1,2026-07-22 21:59:52,5,,46,1,19.79,2.97,Credit Card,Cancelled,POS-v2
ORD-715987,1,2026-07-28 19:15:09,6,1176,31,1,69.04,0.0,Debit Card,Completed,POS-v2
ORD-714718,1,2026-07-22 12:55:52,4,977,172,1,136.55,0.0,Credit Card,Completed,POS-v2
ORD-624535,1,2025-05-11 17:04:18,19,451,130,1,24.61,0.0,Gift Card,Returned,POS-v2
ORD-714669,1,2026-07-22 14:43:56,2,533,250,2,15.57,0.0,Cash,Completed,POS-v2
ORD-714970,2,2026-07-24 20:05:17,7,669,153,1,1127.10,0.0,Gift Card,Returned,POS-v2
ORD-715798,1,2026-07-27 13:05:53,13,909,196,2,50.99,15.3,Credit Card,Completed,POS-v2
ORD-715333,4,2026-07-25 14:16:39,5,85,4,1,6.69,0.0,Mobile Pay,Completed,POS-v2
ORD-715573,1,2026-07-26 13:18:11,12,265,67,1,16.30,0.0,Cash,Completed,POS-v2
ORD-715372,2,2026-07-25 15:11:28,5,,57,1,67.39,0.0,Credit Card,Completed,POS-v2
ORD-715510,1,2026-07-26 18:01:24,11,754,84,3,50.83,0.0,Debit Card,Completed,POS-v2
ORD-714654,1,2026-07-22 16:05:12,21,521,84,1,50.83,0.0,Cash,Cancelled,WEB
ORD-550345,2,2024-04-16 11:39:15,7,,99,5,65.31,48.98,Credit Card,Returned,POS-v2
ORD-715788,1,2026-07-27 13:39:30,5,994,38,1,15.39,0.0,Mobile Pay,Completed,POS-v2
ORD-715462,1,2026-07-26 13:07:15,14,976,91,1,299.59,0.0,Cash,Completed,POS-v2
ORD-715109,3,2026-07-24 13:18:15,10,426,207,1,70.84,0.0,Credit Card,Completed,POS-v2
ORD-714763,4,2026-07-22 17:57:39,19,78,202,1,561.01,0.0,Cash,Completed,POS-v2
ORD-715665,3,2026-07-26 13:47:01,12,582,143,2,1.79,0.0,Cash,Completed,POS-v2
ORD-715273,2,2026-07-25 20:02:16,7,30,232,5,40.48,0.0,Mobile Pay,Completed,POS-v2
ORD-714972,1,2026-07-24 18:47:11,12,540,186,1,437.54,0.0,Mobile Pay,Cancelled,POS-v2
ORD-715514,1,2026-07-26 14:25:10,18,596,182,3,195.25,29.29,Gift Card,Cancelled,POS-v2
ORD-715382,1,2026-07-25 12:22:13,14,1088,100,1,70.39,0.0,Debit Card,Completed,POS-v2
ORD-715499,1,2026-07-26 13:52:41,12,1061,146,1,135.01,0.0,Mobile Pay,Completed,POS-v2
ORD-715654,2,2026-07-26 11:06:12,13,689,210,1,44.71,0.0,Gift Card,Completed,POS-v2
ORD-714792,1,07/23/2026 15:05,14,923,116,-1,131.65,0.0,Gift Card,COMPLETED,POS-v2
ORD-641170,2,2025-08-06 20:01:53,1,461,43,2,6.76,0.0,Cash,Returned,POS-v2
ORD-715813,1,2026-07-27 20:04:31,4,1173,120,1,91.88,13.78,Cash,Returned,POS-v2
ORD-714971,1,2026-07-24 18:42:33,1,485,63,1,113.03,0.0,Mobile Pay,Completed,POS-v2
ORD-715745,2,2026-07-27 16:54:55,12,516,40,2,364.97,0.0,Gift Card,Completed,POS-v2
ORD-531601,1,2023-12-25 13:06:34,4,189,109,1,91.47,0.0,Mobile Pay,Returned,POS-v2
ORD-715250,1,2026-07-25 19:55:11,21,213,115,1,80.31,0.0,Cash,Completed,WEB
ORD-714648,1,2026-07-22 14:35:41,21,937,218,1,28.28,0.0,Cash,Completed,WEB
ORD-715691,1,2026-07-27 11:55:45,8,379,97,1,49.27,0.0,Credit Card,Completed,POS-v2
ORD-715744,1,2026-07-27 12:31:26,3,437,9,2,10.43,0.0,Mobile Pay,Completed,POS-v2
ORD-715426,1,2026-07-26 15:06:42,11,496,13,2,55.30,0.0,Credit Card,Completed,POS-v2
ORD-714654,2,2026-07-22 16:05:12,21,521,52,2,244.00,0.0,Debit Card,Completed,WEB
ORD-714993,1,2026-07-24 17:20:58,6,812,73,1,156.03,0.0,Gift Card,Completed,POS-v2
ORD-716005,4,2026-07-28 12:42:10,17,46,211,1,34.56,3.46,Gift Card,Completed,POS-v2
ORD-714619,1,2026-07-22 15:21:29,2,1084,4,1,6.69,0.0,Debit Card,Completed,POS-v2
ORD-715186,1,2026-07-25 18:09:11,7,734,58,3,10.46,0.0,Gift Card,Cancelled,POS-v2
ORD-715985,3,2026-07-28 16:34:57,13,437,94,1,376.00,0.0,Debit Card,Returned,POS-v2
ORD-714869,3,2026-07-23 16:40:06,6,224,63,1,113.03,5.65,Gift Card,Cancelled,POS-v2
ORD-715696,2,2026-07-27 17:38:00,11,1176,47,5,481.76,0.0,Credit Card,Completed,POS-v2
ORD-715751,1,2026-07-27 13:54:20,20,,197,1,68.48,0.0,Gift Card,COMPLETED,POS-v2
ORD-715850,1,2026-07-28 10:50:54,3,93,140,1,94.75,0.0,Gift Card,Cancelled,POS-v2
ORD-655220,2,2025-10-17 16:45:52,11,1105,145,1,20.64,0.0,Gift Card,Returned,POS-v2
ORD-715905,1,2026-07-28 17:18:46,10,938,38,1,15.39,0.0,Gift Card,Completed,POS-v2
ORD-714719,2,2026-07-22 10:30:09,6,238,28,2,204.69,0.0,Gift Card,Completed,POS-v2
ORD-715877,1,2026-07-28 12:19:07,16,562,118,1,345.48,0.0,Cash,Completed,POS-v2
ORD-714634,1,2026-07-22 20:02:02,10,410,2,1,328.81,0.0,Mobile Pay,Completed,POS-v2
ORD-714681,2,2026-07-22 15:26:58,9,928,153,1,1127.10,0.0,Cash,Completed,POS-v2
ORD-502085,3,2023-07-27 14:41:18,16,1149,136,2,55.76,0.0,Credit Card,Returned,POS-v2
ORD-557430,1,2024-05-27 16:32:35,4,1041,176,3,305.12,0.0,Debit Card,Returned,POS-v2
ORD-708158,1,2026-06-20 12:44:05,4,894,186,1,437.54,0.0,Gift Card,Returned,POS-v2
ORD-714741,1,2026-07-22 16:37:28,11,598,248,2,545.72,0.0,Gift Card,Completed,POS-v2
ORD-715019,4,2026-07-24 14:06:46,8,282,102,1,428.38,0.0,Credit Card,Completed,POS-v2
ORD-714627,1,2026-07-22 20:19:28,20,546,140,2,94.75,9.47,Credit Card,Completed,POS-v2
ORD-714699,1,2026-07-22 16:02:13,14,,96,1,66.59,3.33,Gift Card,Cancelled,POS-v2
ORD-715875,1,2026-07-28 14:16:17,3,339,51,1,7.15,0.0,Gift Card,Completed,POS-v2
ORD-715888,3,2026-07-28 19:19:16,8,1175,48,2,32.92,0.0,Credit Card,RETURNED,POS-v2
ORD-715057,1,2026-07-24 09:19:20,9,607,84,2,50.83,0.0,Mobile Pay,Completed,POS-v2
ORD-716050,2,2026-07-28 09:01:09,10,1127,161,1,426.31,0.0,Mobile Pay,Completed,POS-v2
ORD-535437,3,2024-01-15 20:09:59,19,,212,1,40.54,0.0,Mobile Pay,Returned,POS-v2
ORD-714800,3,2026-07-23 14:03:55,3,542,5,1,34.07,3.41,Credit Card,Cancelled,POS-v2
ORD-538238,1,2024-02-04 15:26:11,5,187,248,3,545.72,0.0,Gift Card,Returned,POS-v2
ORD-715610,1,2026-07-26 16:44:30,13,,108,1,152.24,0.0,Mobile Pay,Returned,POS-v2
ORD-715467,1,2026-07-26 12:41:19,8,758,231,1,161.90,0.0,Mobile Pay,Completed,POS-v2
ORD-716038,1,2026-07-28 15:25:41,17,,235,1,129.37,0.0,Debit Card,Cancelled,POS-v2
ORD-533121,1,2023-12-31 16:17:26,2,773,213,1,429.01,0.0,Cash,Returned,POS-v2
ORD-715657,3,2026-07-26 15:08:52,12,430,225,2,69.71,0.0,Cash,Completed,POS-v2
ORD-715803,1,2026-07-27 15:21:39,4,920,190,2,212.33,0.0,Gift Card,Completed,POS-v2
ORD-715316,1,2026-07-25 18:27:00,3,,176,1,305.12,0.0,Gift Card,Completed,POS-v2
ORD-715489,2,2026-07-26 14:57:52,6,924,101,2,1276.11,0.0,Gift Card,Completed,POS-v2
ORD-715292,1,2026-07-25 11:37:09,9,606,10,1,$29.56,0.0,Credit Card,Completed,POS-v2
ORD-714754,1,2026-07-22 17:12:29,14,,68,1,103.58,0.0,Gift Card,Completed,POS-v2
ORD-716046,1,2026-07-28 10:55:38,9,185,118,1,345.48,0.0,Mobile Pay,Completed,POS-v2
ORD-715188,1,2026-07-25 17:07:30,12,,75,2,101.78,0.0,Mobile Pay,Completed,POS-v2
ORD-599056,1,2024-12-21 21:53:07,21,204,46,3,19.79,11.87,Mobile Pay,Returned,WEB
ORD-714816,4,2026-07-23 15:05:17,4,154,5,1,34.07,0.0,Cash,RETURNED,POS-v2
ORD-714984,1,2026-07-24 13:14:08,19,,232,1,40.48,0.0,Debit Card,Returned,POS-v2
ORD-715896,2,2026-07-28 15:04:03,2,648,87,1,3.41,0.0,Gift Card,Cancelled,POS-v2
ORD-715926,1,2026-07-28 10:07:53,17,750,93,1,393.66,78.73,Gift Card,Completed,POS-v2
ORD-715476,1,2026-07-26 19:49:01,21,704,137,1,46.27,0.0,Gift Card,Completed,WEB
ORD-715397,1,2026-07-25 14:10:45,21,155,148,2,71.49,0.0,Cash,Returned,WEB
ORD-646030,1,2025-08-31 12:03:42,8,155,244,3,20.58,6.17,Gift Card,Returned,POS-v2
ORD-715850,2,2026-07-28 10:50:54,3,93,158,2,25.03,0.0,Credit Card,Returned,POS-v2
ORD-715490,1,2026-07-26 20:19:49,12,1024,94,1,376.00,0.0,Gift Card,Returned,POS-v2
ORD-715566,1,2026-07-26 18:16:38,15,365,86,2,2.14,0.0,Mobile Pay,Cancelled,POS-v2
ORD-715132,4,2026-07-24 14:59:43,16,,234,3,129.98,0.0,Gift Card,Completed,POS-v2
ORD-715003,2,2026-07-24 15:11:51,6,471,14,2,81.28,0.0,Mobile Pay,Returned,POS-v2
ORD-634406,3,2025-07-02 19:00:44,4,776,183,1,145.87,14.59,Debit Card,Returned,POS-v2
ORD-715444,1,2026-07-26 16:43:32,18,182,9,1,10.43,0.0,Credit Card,Completed,POS-v2
ORD-715627,1,2026-07-26 15:22:49,3,191,97,1,49.27,9.85,Mobile Pay,Cancelled,POS-v2
ORD-715846,1,2026-07-28 14:03:43,11,1134,167,2,436.64,0.0,Credit Card,Completed,POS-v2
ORD-715696,1,2026-07-27 17:38:00,11,1176,86,1,2.14,0.0,Debit Card,Completed,POS-v2
ORD-714613,4,2026-07-22 13:36:18,21,463,41,1,15.59,3.12,Cash,Cancelled,WEB
ORD-715052,1,2026-07-24 18:45:23,17,248,162,1,4.77,0.0,Credit Card,Completed,POS-v2
ORD-714888,2,2026-07-23 15:31:58,12,728,233,1,50.90,0.0,Mobile Pay,Completed,POS-v2
ORD-715088,1,2026-07-24 16:49:58,18,758,99,2,65.31,26.12,Cash,Completed,POS-v2
ORD-715885,1,2026-07-28 11:49:31,10,755,192,5,172.13,0.0,Gift Card,Returned,POS-v2
ORD-714652,2,07/22/2026 09:19,18,935,240,2,14.88,0.0,Gift Card,Returned,POS-v2
ORD-715853,1,2026-07-28 17:33:34,7,239,6,3,144.10,0.0,Debit Card,Completed,POS-v2
ORD-715652,2,2026-07-26 11:24:04,14,,76,1,474.35,0.0,Credit Card,Completed,POS-v2
ORD-716040,2,2026-07-28 18:06:16,11,179,103,1,37.96,0.0,Cash,Completed,POS-v2
ORD-714851,1,2026-07-23 14:37:19,7,281,182,2,195.25,0.0,Cash,COMPLETED,POS-v2
ORD-715593,1,2026-07-26 12:17:31,3,366,250,1,15.57,0.0,Gift Card,Completed,POS-v2
ORD-714966,1,2026-07-24 11:09:27,6,66,74,3,50.24,0.0,Gift Card,Completed,POS-v2
ORD-715554,1,2026-07-26 20:29:27,16,1047,6,1,144.10,14.41,Mobile Pay,Completed,POS-v2
ORD-714951,1,2026-07-23 17:45:15,8,621,159,2,126.56,0.0,Debit Card,Completed,POS-v2
ORD-715011,1,2026-07-24 21:42:22,18,1085,17,1,115.98,0.0,Debit Card,Completed,POS-v2
ORD-715616,3,2026-07-26 15:51:53,1,881,125,1,16.05,0.0,Debit Card,Completed,POS-v2
ORD-714821,1,2026-07-23 18:28:39,1,1151,107,1,108.85,0.0,Cash,Completed,POS-v2
ORD-715836,3,2026-07-27 15:58:24,16,27,59,1,2.47,0.0,Gift Card,Completed,POS-v2
ORD-715200,1,2026-07-25 20:47:44,1,,49,1,13.16,0.66,Credit Card,Completed,POS-v2
ORD-715638,2,2026-07-26 21:45:31,20,1097,107,1,108.85,0.0,Credit Card,Completed,POS-v2
ORD-715922,1,2026-07-28 10:55:39,4,,28,1,204.69,0.0,Mobile Pay,Cancelled,POS-v2
ORD-715495,1,2026-07-26 21:37:19,18,966,71,1,11.90,2.38,Gift Card,Cancelled,POS-v2
ORD-715329,2,2026-07-25 17:27:33,18,735,226,1,300.23,0.0,Gift Card,Returned,POS-v2
