date_key,date,year,quarter,quarter_label,month_number,month_name,month_short,iso_week,day_of_month,day_of_week,day_name,is_weekend,holiday_name,is_holiday,fiscal_year
20230925,2023-09-25,2023,3,Q3-2023,9,September,Sep,39,25,1,Monday,0,,0,FY2024
20230926,2023-09-26,2023,3,Q3-2023,9,September,Sep,39,26,2,Tuesday,0,,0,FY2024
20230927,2023-09-27,2023,3,Q3-2023,9,September,Sep,39,27,3,Wednesday,0,,0,FY2024
20230928,2023-09-28,2023,3,Q3-2023,9,September,Sep,39,28,4,Thursday,0,,0,FY2024
20230929,2023-09-29,2023,3,Q3-2023,9,September,Sep,39,29,5,Friday,0,,0,FY2024
20230930,2023-09-30,2023,3,Q3-2023,9,September,Sep,39,30,6,Saturday,1,,0,FY2024
20231001,2023-10-01,2023,4,Q4-2023,10,October,Oct,39,1,7,Sunday,1,,0,FY2024
20231002,2023-10-02,2023,4,Q4-2023,10,October,Oct,40,2,1,Monday,0,,0,FY2024
20231003,2023-10-03,2023,4,Q4-2023,10,October,Oct,40,3,2,Tuesday,0,,0,FY2024
20231004,2023-10-04,2023,4,Q4-2023,10,October,Oct,40,4,3,Wednesday,0,,0,FY2024
20231005,2023-10-05,2023,4,Q4-2023,10,October,Oct,40,5,4,Thursday,0,,0,FY2024
20231006,2023-10-06,2023,4,Q4-2023,10,October,Oct,40,6,5,Friday,0,,0,FY2024
20231007,2023-10-07,2023,4,Q4-2023,10,October,Oct,40,7,6,Saturday,1,,0,FY2024
20231008,2023-10-08,2023,4,Q4-2023,10,October,Oct,40,8,7,Sunday,1,,0,FY2024
20231009,2023-10-09,2023,4,Q4-2023,10,October,Oct,41,9,1,Monday,0,,0,FY2024
20231010,2023-10-10,2023,4,Q4-2023,10,October,Oct,41,10,2,Tuesday,0,,0,FY2024
20231011,2023-10-11,2023,4,Q4-2023,10,October,Oct,41,11,3,Wednesday,0,,0,FY2024
20231012,2023-10-12,2023,4,Q4-2023,10,October,Oct,41,12,4,Thursday,0,,0,FY2024
20231013,2023-10-13,2023,4,Q4-2023,10,October,Oct,41,13,5,Friday,0,,0,FY2024
20231014,2023-10-14,2023,4,Q4-2023,10,October,Oct,41,14,6,Saturday,1,,0,FY2024
20231015,2023-10-15,2023,4,Q4-2023,10,October,Oct,41,15,7,Sunday,1,,0,FY2024
20231016,2023-10-16,2023,4,Q4-2023,10,October,Oct,42,16,1,Monday,0,,0,FY2024
20231017,2023-10-17,2023,4,Q4-2023,10,October,Oct,42,17,2,Tuesday,0,,0,FY2024
20231018,2023-10-18,2023,4,Q4-2023,10,October,Oct,42,18,3,Wednesday,0,,0,FY2024
20231019,2023-10-19,2023,4,Q4-2023,10,October,Oct,42,19,4,Thursday,0,,0,FY2024
20231020,2023-10-20,2023,4,Q4-2023,10,October,Oct,42,20,5,Friday,0,,0,FY2024
20231021,2023-10-21,2023,4,Q4-2023,10,October,Oct,42,21,6,Saturday,1,,0,FY2024
20231022,2023-10-22,2023,4,Q4-2023,10,October,Oct,42,22,7,Sunday,1,,0,FY2024
20231023,2023-10-23,2023,4,Q4-2023,10,October,Oct,43,23,1,Monday,0,,0,FY2024
20231024,2023-10-24,2023,4,Q4-2023,10,October,Oct,43,24,2,Tuesday,0,,0,FY2024
20231025,2023-10-25,2023,4,Q4-2023,10,October,Oct,43,25,3,Wednesday,0,,0,FY2024
20231026,2023-10-26,2023,4,Q4-2023,10,October,Oct,43,26,4,Thursday,0,,0,FY2024
20231027,2023-10-27,2023,4,Q4-2023,10,October,Oct,43,27,5,Friday,0,,0,FY2024
20231028,2023-10-28,2023,4,Q4-2023,10,October,Oct,43,28,6,Saturday,1,,0,FY2024
20231029,2023-10-29,2023,4,Q4-2023,10,October,Oct,43,29,7,Sunday,1,,0,FY2024
20231030,2023-10-30,2023,4,Q4-2023,10,October,Oct,44,30,1,Monday,0,,0,FY2024
20231031,2023-10-31,2023,4,Q4-2023,10,October,Oct,44,31,2,Tuesday,0,,0,FY2024
20231101,2023-11-01,2023,4,Q4-2023,11,November,Nov,44,1,3,Wednesday,0,,0,FY2024
20231102,2023-11-02,2023,4,Q4-2023,11,November,Nov,44,2,4,Thursday,0,,0,FY2024
20231103,2023-11-03,2023,4,Q4-2023,11,November,Nov,44,3,5,Friday,0,,0,FY2024
20231104,2023-11-04,2023,4,Q4-2023,11,November,Nov,44,4,6,Saturday,1,,0,FY2024
20231105,2023-11-05,2023,4,Q4-2023,11,November,Nov,44,5,7,Sunday,1,,0,FY2024
20231106,2023-11-06,2023,4,Q4-2023,11,November,Nov,45,6,1,Monday,0,,0,FY2024
20231107,2023-11-07,2023,4,Q4-2023,11,November,Nov,45,7,2,Tuesday,0,,0,FY2024
20231108,2023-11-08,2023,4,Q4-2023,11,November,Nov,45,8,3,Wednesday,0,,0,FY2024
20231109,2023-11-09,2023,4,Q4-2023,11,November,Nov,45,9,4,Thursday,0,,0,FY2024
20231110,2023-11-10,2023,4,Q4-2023,11,November,Nov,45,10,5,Friday,0,,0,FY2024
20231111,2023-11-11,2023,4,Q4-2023,11,November,Nov,45,11,6,Saturday,1,,0,FY2024
20231112,2023-11-12,2023,4,Q4-2023,11,November,Nov,45,12,7,Sunday,1,,0,FY2024
20231113,2023-11-13,2023,4,Q4-2023,11,November,Nov,46,13,1,Monday,0,,0,FY2024
20231114,2023-11-14,2023,4,Q4-2023,11,November,Nov,46,14,2,Tuesday,0,,0,FY2024
20231115,2023-11-15,2023,4,Q4-2023,11,November,Nov,46,15,3,Wednesday,0,,0,FY2024
20231116,2023-11-16,2023,4,Q4-2023,11,November,Nov,46,16,4,Thursday,0,,0,FY2024
20231117,2023-11-17,2023,4,Q4-2023,11,November,Nov,46,17,5,Friday,0,,0,FY2024
20231118,2023-11-18,2023,4,Q4-2023,11,November,Nov,46,18,6,Saturday,1,,0,FY2024
20231119,2023-11-19,2023,4,Q4-2023,11,November,Nov,46,19,7,Sunday,1,,0,FY2024
20231120,2023-11-20,2023,4,Q4-2023,11,November,Nov,47,20,1,Monday,0,,0,FY2024
20231121,2023-11-21,2023,4,Q4-2023,11,November,Nov,47,21,2,Tuesday,0,,0,FY2024
20231122,2023-11-22,2023,4,Q4-2023,11,November,Nov,47,22,3,Wednesday,0,,0,FY2024
20231123,2023-11-23,2023,4,Q4-2023,11,November,Nov,47,23,4,Thursday,0,Thanksgiving,1,FY2024
20231124,2023-11-24,2023,4,Q4-2023,11,November,Nov,47,24,5,Friday,0,Black Friday,1,FY2024
20231125,2023-11-25,2023,4,Q4-2023,11,November,Nov,47,25,6,Saturday,1,,0,FY2024
20231126,2023-11-26,2023,4,Q4-2023,11,November,Nov,47,26,7,Sunday,1,,0,FY2024
20231127,2023-11-27,2023,4,Q4-2023,11,November,Nov,48,27,1,Monday,0,,0,FY2024
20231128,2023-11-28,2023,4,Q4-2023,11,November,Nov,48,28,2,Tuesday,0,,0,FY2024
20231129,2023-11-29,2023,4,Q4-2023,11,November,Nov,48,29,3,Wednesday,0,,0,FY2024
20231130,2023-11-30,2023,4,Q4-2023,11,November,Nov,48,30,4,Thursday,0,,0,FY2024
20231201,2023-12-01,2023,4,Q4-2023,12,December,Dec,48,1,5,Friday,0,,0,FY2024
20231202,2023-12-02,2023,4,Q4-2023,12,December,Dec,48,2,6,Saturday,1,,0,FY2024
20231203,2023-12-03,2023,4,Q4-2023,12,December,Dec,48,3,7,Sunday,1,,0,FY2024
20231204,2023-12-04,2023,4,Q4-2023,12,December,Dec,49,4,1,Monday,0,,0,FY2024
20231205,2023-12-05,2023,4,Q4-2023,12,December,Dec,49,5,2,Tuesday,0,,0,FY2024
20231206,2023-12-06,2023,4,Q4-2023,12,December,Dec,49,6,3,Wednesday,0,,0,FY2024
20231207,2023-12-07,2023,4,Q4-2023,12,December,Dec,49,7,4,Thursday,0,,0,FY2024
20231208,2023-12-08,2023,4,Q4-2023,12,December,Dec,49,8,5,Friday,0,,0,FY2024
20231209,2023-12-09,2023,4,Q4-2023,12,December,Dec,49,9,6,Saturday,1,,0,FY2024
20231210,2023-12-10,2023,4,Q4-2023,12,December,Dec,49,10,7,Sunday,1,,0,FY2024
20231211,2023-12-11,2023,4,Q4-2023,12,December,Dec,50,11,1,Monday,0,,0,FY2024
20231212,2023-12-12,2023,4,Q4-2023,12,December,Dec,50,12,2,Tuesday,0,,0,FY2024
20231213,2023-12-13,2023,4,Q4-2023,12,December,Dec,50,13,3,Wednesday,0,,0,FY2024
20231214,2023-12-14,2023,4,Q4-2023,12,December,Dec,50,14,4,Thursday,0,,0,FY2024
20231215,2023-12-15,2023,4,Q4-2023,12,December,Dec,50,15,5,Friday,0,,0,FY2024
20231216,2023-12-16,2023,4,Q4-2023,12,December,Dec,50,16,6,Saturday,1,,0,FY2024
20231217,2023-12-17,2023,4,Q4-2023,12,December,Dec,50,17,7,Sunday,1,,0,FY2024
20231218,2023-12-18,2023,4,Q4-2023,12,December,Dec,51,18,1,Monday,0,,0,FY2024
20231219,2023-12-19,2023,4,Q4-2023,12,December,Dec,51,19,2,Tuesday,0,,0,FY2024
20231220,2023-12-20,2023,4,Q4-2023,12,December,Dec,51,20,3,Wednesday,0,,0,FY2024
20231221,2023-12-21,2023,4,Q4-2023,12,December,Dec,51,21,4,Thursday,0,,0,FY2024
20231222,2023-12-22,2023,4,Q4-2023,12,December,Dec,51,22,5,Friday,0,,0,FY2024
20231223,2023-12-23,2023,4,Q4-2023,12,December,Dec,51,23,6,Saturday,1,,0,FY2024
20231224,2023-12-24,2023,4,Q4-2023,12,December,Dec,51,24,7,Sunday,1,,0,FY2024
20231225,2023-12-25,2023,4,Q4-2023,12,December,Dec,52,25,1,Monday,0,Christmas Day,1,FY2024
20231226,2023-12-26,2023,4,Q4-2023,12,December,Dec,52,26,2,Tuesday,0,,0,FY2024
20231227,2023-12-27,2023,4,Q4-2023,12,December,Dec,52,27,3,Wednesday,0,,0,FY2024
20231228,2023-12-28,2023,4,Q4-2023,12,December,Dec,52,28,4,Thursday,0,,0,FY2024
20231229,2023-12-29,2023,4,Q4-2023,12,December,Dec,52,29,5,Friday,0,,0,FY2024
20231230,2023-12-30,2023,4,Q4-2023,12,December,Dec,52,30,6,Saturday,1,,0,FY2024
20231231,2023-12-31,2023,4,Q4-2023,12,December,Dec,52,31,7,Sunday,1,,0,FY2024
20240101,2024-01-01,2024,1,Q1-2024,1,January,Jan,1,1,1,Monday,0,New Year's Day,1,FY2024
20240102,2024-01-02,2024,1,Q1-2024,1,January,Jan,1,2,2,Tuesday,0,,0,FY2024
20240103,2024-01-03,2024,1,Q1-2024,1,January,Jan,1,3,3,Wednesday,0,,0,FY2024
20240104,2024-01-04,2024,1,Q1-2024,1,January,Jan,1,4,4,Thursday,0,,0,FY2024
20240105,2024-01-05,2024,1,Q1-2024,1,January,Jan,1,5,5,Friday,0,,0,FY2024
20240106,2024-01-06,2024,1,Q1-2024,1,January,Jan,1,6,6,Saturday,1,,0,FY2024
20240107,2024-01-07,2024,1,Q1-2024,1,January,Jan,1,7,7,Sunday,1,,0,FY2024
20240108,2024-01-08,2024,1,Q1-2024,1,January,Jan,2,8,1,Monday,0,,0,FY2024
20240109,2024-01-09,2024,1,Q1-2024,1,January,Jan,2,9,2,Tuesday,0,,0,FY2024
20240110,2024-01-10,2024,1,Q1-2024,1,January,Jan,2,10,3,Wednesday,0,,0,FY2024
20240111,2024-01-11,2024,1,Q1-2024,1,January,Jan,2,11,4,Thursday,0,,0,FY2024
20240112,2024-01-12,2024,1,Q1-2024,1,January,Jan,2,12,5,Friday,0,,0,FY2024
20240113,2024-01-13,2024,1,Q1-2024,1,January,Jan,2,13,6,Saturday,1,,0,FY2024
20240114,2024-01-14,2024,1,Q1-2024,1,January,Jan,2,14,7,Sunday,1,,0,FY2024
20240115,2024-01-15,2024,1,Q1-2024,1,January,Jan,3,15,1,Monday,0,,0,FY2024
20240116,2024-01-16,2024,1,Q1-2024,1,January,Jan,3,16,2,Tuesday,0,,0,FY2024
20240117,2024-01-17,2024,1,Q1-2024,1,January,Jan,3,17,3,Wednesday,0,,0,FY2024
20240118,2024-01-18,2024,1,Q1-2024,1,January,Jan,3,18,4,Thursday,0,,0,FY2024
20240119,2024-01-19,2024,1,Q1-2024,1,January,Jan,3,19,5,Friday,0,,0,FY2024
20240120,2024-01-20,2024,1,Q1-2024,1,January,Jan,3,20,6,Saturday,1,,0,FY2024
20240121,2024-01-21,2024,1,Q1-2024,1,January,Jan,3,21,7,Sunday,1,,0,FY2024
20240122,2024-01-22,2024,1,Q1-2024,1,January,Jan,4,22,1,Monday,0,,0,FY2024
20240123,2024-01-23,2024,1,Q1-2024,1,January,Jan,4,23,2,Tuesday,0,,0,FY2024
20240124,2024-01-24,2024,1,Q1-2024,1,January,Jan,4,24,3,Wednesday,0,,0,FY2024
20240125,2024-01-25,2024,1,Q1-2024,1,January,Jan,4,25,4,Thursday,0,,0,FY2024
20240126,2024-01-26,2024,1,Q1-2024,1,January,Jan,4,26,5,Friday,0,,0,FY2024
20240127,2024-01-27,2024,1,Q1-2024,1,January,Jan,4,27,6,Saturday,1,,0,FY2024
20240128,2024-01-28,2024,1,Q1-2024,1,January,Jan,4,28,7,Sunday,1,,0,FY2024
20240129,2024-01-29,2024,1,Q1-2024,1,January,Jan,5,29,1,Monday,0,,0,FY2024
20240130,2024-01-30,2024,1,Q1-2024,1,January,Jan,5,30,2,Tuesday,0,,0,FY2024
20240131,2024-01-31,2024,1,Q1-2024,1,January,Jan,5,31,3,Wednesday,0,,0,FY2024
20240201,2024-02-01,2024,1,Q1-2024,2,February,Feb,5,1,4,Thursday,0,,0,FY2024
20240202,2024-02-02,2024,1,Q1-2024,2,February,Feb,5,2,5,Friday,0,,0,FY2024
20240203,2024-02-03,2024,1,Q1-2024,2,February,Feb,5,3,6,Saturday,1,,0,FY2024
20240204,2024-02-04,2024,1,Q1-2024,2,February,Feb,5,4,7,Sunday,1,,0,FY2024
20240205,2024-02-05,2024,1,Q1-2024,2,February,Feb,6,5,1,Monday,0,,0,FY2024
20240206,2024-02-06,2024,1,Q1-2024,2,February,Feb,6,6,2,Tuesday,0,,0,FY2024
20240207,2024-02-07,2024,1,Q1-2024,2,February,Feb,6,7,3,Wednesday,0,,0,FY2024
20240208,2024-02-08,2024,1,Q1-2024,2,February,Feb,6,8,4,Thursday,0,,0,FY2024
20240209,2024-02-09,2024,1,Q1-2024,2,February,Feb,6,9,5,Friday,0,,0,FY2024
20240210,2024-02-10,2024,1,Q1-2024,2,February,Feb,6,10,6,Saturday,1,,0,FY2024
20240211,2024-02-11,2024,1,Q1-2024,2,February,Feb,6,11,7,Sunday,1,,0,FY2024
20240212,2024-02-12,2024,1,Q1-2024,2,February,Feb,7,12,1,Monday,0,,0,FY2024
20240213,2024-02-13,2024,1,Q1-2024,2,February,Feb,7,13,2,Tuesday,0,,0,FY2024
20240214,2024-02-14,2024,1,Q1-2024,2,February,Feb,7,14,3,Wednesday,0,,0,FY2024
20240215,2024-02-15,2024,1,Q1-2024,2,February,Feb,7,15,4,Thursday,0,,0,FY2024
20240216,2024-02-16,2024,1,Q1-2024,2,February,Feb,7,16,5,Friday,0,,0,FY2024
20240217,2024-02-17,2024,1,Q1-2024,2,February,Feb,7,17,6,Saturday,1,,0,FY2024
20240218,2024-02-18,2024,1,Q1-2024,2,February,Feb,7,18,7,Sunday,1,,0,FY2024
20240219,2024-02-19,2024,1,Q1-2024,2,February,Feb,8,19,1,Monday,0,,0,FY2024
20240220,2024-02-20,2024,1,Q1-2024,2,February,Feb,8,20,2,Tuesday,0,,0,FY2024
20240221,2024-02-21,2024,1,Q1-2024,2,February,Feb,8,21,3,Wednesday,0,,0,FY2024
20240222,2024-02-22,2024,1,Q1-2024,2,February,Feb,8,22,4,Thursday,0,,0,FY2024
20240223,2024-02-23,2024,1,Q1-2024,2,February,Feb,8,23,5,Friday,0,,0,FY2024
20240224,2024-02-24,2024,1,Q1-2024,2,February,Feb,8,24,6,Saturday,1,,0,FY2024
20240225,2024-02-25,2024,1,Q1-2024,2,February,Feb,8,25,7,Sunday,1,,0,FY2024
20240226,2024-02-26,2024,1,Q1-2024,2,February,Feb,9,26,1,Monday,0,,0,FY2024
20240227,2024-02-27,2024,1,Q1-2024,2,February,Feb,9,27,2,Tuesday,0,,0,FY2024
20240228,2024-02-28,2024,1,Q1-2024,2,February,Feb,9,28,3,Wednesday,0,,0,FY2024
20240229,2024-02-29,2024,1,Q1-2024,2,February,Feb,9,29,4,Thursday,0,,0,FY2024
20240301,2024-03-01,2024,1,Q1-2024,3,March,Mar,9,1,5,Friday,0,,0,FY2024
20240302,2024-03-02,2024,1,Q1-2024,3,March,Mar,9,2,6,Saturday,1,,0,FY2024
20240303,2024-03-03,2024,1,Q1-2024,3,March,Mar,9,3,7,Sunday,1,,0,FY2024
20240304,2024-03-04,2024,1,Q1-2024,3,March,Mar,10,4,1,Monday,0,,0,FY2024
20240305,2024-03-05,2024,1,Q1-2024,3,March,Mar,10,5,2,Tuesday,0,,0,FY2024
20240306,2024-03-06,2024,1,Q1-2024,3,March,Mar,10,6,3,Wednesday,0,,0,FY2024
20240307,2024-03-07,2024,1,Q1-2024,3,March,Mar,10,7,4,Thursday,0,,0,FY2024
20240308,2024-03-08,2024,1,Q1-2024,3,March,Mar,10,8,5,Friday,0,,0,FY2024
20240309,2024-03-09,2024,1,Q1-2024,3,March,Mar,10,9,6,Saturday,1,,0,FY2024
20240310,2024-03-10,2024,1,Q1-2024,3,March,Mar,10,10,7,Sunday,1,,0,FY2024
20240311,2024-03-11,2024,1,Q1-2024,3,March,Mar,11,11,1,Monday,0,,0,FY2024
20240312,2024-03-12,2024,1,Q1-2024,3,March,Mar,11,12,2,Tuesday,0,,0,FY2024
20240313,2024-03-13,2024,1,Q1-2024,3,March,Mar,11,13,3,Wednesday,0,,0,FY2024
20240314,2024-03-14,2024,1,Q1-2024,3,March,Mar,11,14,4,Thursday,0,,0,FY2024
20240315,2024-03-15,2024,1,Q1-2024,3,March,Mar,11,15,5,Friday,0,,0,FY2024
20240316,2024-03-16,2024,1,Q1-2024,3,March,Mar,11,16,6,Saturday,1,,0,FY2024
20240317,2024-03-17,2024,1,Q1-2024,3,March,Mar,11,17,7,Sunday,1,,0,FY2024
20240318,2024-03-18,2024,1,Q1-2024,3,March,Mar,12,18,1,Monday,0,,0,FY2024
20240319,2024-03-19,2024,1,Q1-2024,3,March,Mar,12,19,2,Tuesday,0,,0,FY2024
20240320,2024-03-20,2024,1,Q1-2024,3,March,Mar,12,20,3,Wednesday,0,,0,FY2024
20240321,2024-03-21,2024,1,Q1-2024,3,March,Mar,12,21,4,Thursday,0,,0,FY2024
20240322,2024-03-22,2024,1,Q1-2024,3,March,Mar,12,22,5,Friday,0,,0,FY2024
20240323,2024-03-23,2024,1,Q1-2024,3,March,Mar,12,23,6,Saturday,1,,0,FY2024
20240324,2024-03-24,2024,1,Q1-2024,3,March,Mar,12,24,7,Sunday,1,,0,FY2024
20240325,2024-03-25,2024,1,Q1-2024,3,March,Mar,13,25,1,Monday,0,,0,FY2024
20240326,2024-03-26,2024,1,Q1-2024,3,March,Mar,13,26,2,Tuesday,0,,0,FY2024
20240327,2024-03-27,2024,1,Q1-2024,3,March,Mar,13,27,3,Wednesday,0,,0,FY2024
20240328,2024-03-28,2024,1,Q1-2024,3,March,Mar,13,28,4,Thursday,0,,0,FY2024
20240329,2024-03-29,2024,1,Q1-2024,3,March,Mar,13,29,5,Friday,0,,0,FY2024
20240330,2024-03-30,2024,1,Q1-2024,3,March,Mar,13,30,6,Saturday,1,,0,FY2024
20240331,2024-03-31,2024,1,Q1-2024,3,March,Mar,13,31,7,Sunday,1,,0,FY2024
20240401,2024-04-01,2024,2,Q2-2024,4,April,Apr,14,1,1,Monday,0,,0,FY2024
20240402,2024-04-02,2024,2,Q2-2024,4,April,Apr,14,2,2,Tuesday,0,,0,FY2024
20240403,2024-04-03,2024,2,Q2-2024,4,April,Apr,14,3,3,Wednesday,0,,0,FY2024
20240404,2024-04-04,2024,2,Q2-2024,4,April,Apr,14,4,4,Thursday,0,,0,FY2024
20240405,2024-04-05,2024,2,Q2-2024,4,April,Apr,14,5,5,Friday,0,,0,FY2024
20240406,2024-04-06,2024,2,Q2-2024,4,April,Apr,14,6,6,Saturday,1,,0,FY2024
20240407,2024-04-07,2024,2,Q2-2024,4,April,Apr,14,7,7,Sunday,1,,0,FY2024
20240408,2024-04-08,2024,2,Q2-2024,4,April,Apr,15,8,1,Monday,0,,0,FY2024
20240409,2024-04-09,2024,2,Q2-2024,4,April,Apr,15,9,2,Tuesday,0,,0,FY2024
20240410,2024-04-10,2024,2,Q2-2024,4,April,Apr,15,10,3,Wednesday,0,,0,FY2024
20240411,2024-04-11,2024,2,Q2-2024,4,April,Apr,15,11,4,Thursday,0,,0,FY2024
20240412,2024-04-12,2024,2,Q2-2024,4,April,Apr,15,12,5,Friday,0,,0,FY2024
20240413,2024-04-13,2024,2,Q2-2024,4,April,Apr,15,13,6,Saturday,1,,0,FY2024
20240414,2024-04-14,2024,2,Q2-2024,4,April,Apr,15,14,7,Sunday,1,,0,FY2024
20240415,2024-04-15,2024,2,Q2-2024,4,April,Apr,16,15,1,Monday,0,,0,FY2024
20240416,2024-04-16,2024,2,Q2-2024,4,April,Apr,16,16,2,Tuesday,0,,0,FY2024
20240417,2024-04-17,2024,2,Q2-2024,4,April,Apr,16,17,3,Wednesday,0,,0,FY2024
20240418,2024-04-18,2024,2,Q2-2024,4,April,Apr,16,18,4,Thursday,0,,0,FY2024
20240419,2024-04-19,2024,2,Q2-2024,4,April,Apr,16,19,5,Friday,0,,0,FY2024
20240420,2024-04-20,2024,2,Q2-2024,4,April,Apr,16,20,6,Saturday,1,,0,FY2024
20240421,2024-04-21,2024,2,Q2-2024,4,April,Apr,16,21,7,Sunday,1,,0,FY2024
20240422,2024-04-22,2024,2,Q2-2024,4,April,Apr,17,22,1,Monday,0,,0,FY2024
20240423,2024-04-23,2024,2,Q2-2024,4,April,Apr,17,23,2,Tuesday,0,,0,FY2024
20240424,2024-04-24,2024,2,Q2-2024,4,April,Apr,17,24,3,Wednesday,0,,0,FY2024
20240425,2024-04-25,2024,2,Q2-2024,4,April,Apr,17,25,4,Thursday,0,,0,FY2024
20240426,2024-04-26,2024,2,Q2-2024,4,April,Apr,17,26,5,Friday,0,,0,FY2024
20240427,2024-04-27,2024,2,Q2-2024,4,April,Apr,17,27,6,Saturday,1,,0,FY2024
20240428,2024-04-28,2024,2,Q2-2024,4,April,Apr,17,28,7,Sunday,1,,0,FY2024
20240429,2024-04-29,2024,2,Q2-2024,4,April,Apr,18,29,1,Monday,0,,0,FY2024
20240430,2024-04-30,2024,2,Q2-2024,4,April,Apr,18,30,2,Tuesday,0,,0,FY2024
20240501,2024-05-01,2024,2,Q2-2024,5,May,May,18,1,3,Wednesday,0,,0,FY2024
20240502,2024-05-02,2024,2,Q2-2024,5,May,May,18,2,4,Thursday,0,,0,FY2024
20240503,2024-05-03,2024,2,Q2-2024,5,May,May,18,3,5,Friday,0,,0,FY2024
20240504,2024-05-04,2024,2,Q2-2024,5,May,May,18,4,6,Saturday,1,,0,FY2024
20240505,2024-05-05,2024,2,Q2-2024,5,May,May,18,5,7,Sunday,1,,0,FY2024
20240506,2024-05-06,2024,2,Q2-2024,5,May,May,19,6,1,Monday,0,,0,FY2024
20240507,2024-05-07,2024,2,Q2-2024,5,May,May,19,7,2,Tuesday,0,,0,FY2024
20240508,2024-05-08,2024,2,Q2-2024,5,May,May,19,8,3,Wednesday,0,,0,FY2024
20240509,2024-05-09,2024,2,Q2-2024,5,May,May,19,9,4,Thursday,0,,0,FY2024
20240510,2024-05-10,2024,2,Q2-2024,5,May,May,19,10,5,Friday,0,,0,FY2024
20240511,2024-05-11,2024,2,Q2-2024,5,May,May,19,11,6,Saturday,1,,0,FY2024
20240512,2024-05-12,2024,2,Q2-2024,5,May,May,19,12,7,Sunday,1,,0,FY2024
20240513,2024-05-13,2024,2,Q2-2024,5,May,May,20,13,1,Monday,0,,0,FY2024
20240514,2024-05-14,2024,2,Q2-2024,5,May,May,20,14,2,Tuesday,0,,0,FY2024
20240515,2024-05-15,2024,2,Q2-2024,5,May,May,20,15,3,Wednesday,0,,0,FY2024
20240516,2024-05-16,2024,2,Q2-2024,5,May,May,20,16,4,Thursday,0,,0,FY2024
20240517,2024-05-17,2024,2,Q2-2024,5,May,May,20,17,5,Friday,0,,0,FY2024
20240518,2024-05-18,2024,2,Q2-2024,5,May,May,20,18,6,Saturday,1,,0,FY2024
20240519,2024-05-19,2024,2,Q2-2024,5,May,May,20,19,7,Sunday,1,,0,FY2024
20240520,2024-05-20,2024,2,Q2-2024,5,May,May,21,20,1,Monday,0,,0,FY2024
20240521,2024-05-21,2024,2,Q2-2024,5,May,May,21,21,2,Tuesday,0,,0,FY2024
20240522,2024-05-22,2024,2,Q2-2024,5,May,May,21,22,3,Wednesday,0,,0,FY2024
20240523,2024-05-23,2024,2,Q2-2024,5,May,May,21,23,4,Thursday,0,,0,FY2024
20240524,2024-05-24,2024,2,Q2-2024,5,May,May,21,24,5,Friday,0,,0,FY2024
20240525,2024-05-25,2024,2,Q2-2024,5,May,May,21,25,6,Saturday,1,,0,FY2024
20240526,2024-05-26,2024,2,Q2-2024,5,May,May,21,26,7,Sunday,1,,0,FY2024
20240527,2024-05-27,2024,2,Q2-2024,5,May,May,22,27,1,Monday,0,,0,FY2024
20240528,2024-05-28,2024,2,Q2-2024,5,May,May,22,28,2,Tuesday,0,,0,FY2024
20240529,2024-05-29,2024,2,Q2-2024,5,May,May,22,29,3,Wednesday,0,,0,FY2024
20240530,2024-05-30,2024,2,Q2-2024,5,May,May,22,30,4,Thursday,0,,0,FY2024
20240531,2024-05-31,2024,2,Q2-2024,5,May,May,22,31,5,Friday,0,,0,FY2024
20240601,2024-06-01,2024,2,Q2-2024,6,June,Jun,22,1,6,Saturday,1,,0,FY2024
20240602,2024-06-02,2024,2,Q2-2024,6,June,Jun,22,2,7,Sunday,1,,0,FY2024
20240603,2024-06-03,2024,2,Q2-2024,6,June,Jun,23,3,1,Monday,0,,0,FY2024
20240604,2024-06-04,2024,2,Q2-2024,6,June,Jun,23,4,2,Tuesday,0,,0,FY2024
20240605,2024-06-05,2024,2,Q2-2024,6,June,Jun,23,5,3,Wednesday,0,,0,FY2024
20240606,2024-06-06,2024,2,Q2-2024,6,June,Jun,23,6,4,Thursday,0,,0,FY2024
20240607,2024-06-07,2024,2,Q2-2024,6,June,Jun,23,7,5,Friday,0,,0,FY2024
20240608,2024-06-08,2024,2,Q2-2024,6,June,Jun,23,8,6,Saturday,1,,0,FY2024
20240609,2024-06-09,2024,2,Q2-2024,6,June,Jun,23,9,7,Sunday,1,,0,FY2024
20240610,2024-06-10,2024,2,Q2-2024,6,June,Jun,24,10,1,Monday,0,,0,FY2024
20240611,2024-06-11,2024,2,Q2-2024,6,June,Jun,24,11,2,Tuesday,0,,0,FY2024
20240612,2024-06-12,2024,2,Q2-2024,6,June,Jun,24,12,3,Wednesday,0,,0,FY2024
20240613,2024-06-13,2024,2,Q2-2024,6,June,Jun,24,13,4,Thursday,0,,0,FY2024
20240614,2024-06-14,2024,2,Q2-2024,6,June,Jun,24,14,5,Friday,0,,0,FY2024
20240615,2024-06-15,2024,2,Q2-2024,6,June,Jun,24,15,6,Saturday,1,,0,FY2024
20240616,2024-06-16,2024,2,Q2-2024,6,June,Jun,24,16,7,Sunday,1,,0,FY2024
20240617,2024-06-17,2024,2,Q2-2024,6,June,Jun,25,17,1,Monday,0,,0,FY2024
20240618,2024-06-18,2024,2,Q2-2024,6,June,Jun,25,18,2,Tuesday,0,,0,FY2024
